Name,Description,Canonical Units,is alias,target,Physical parameters,Edited by author teams,Last Modified By,UID
tendency_of_atmosphere_moles_of_hydrogen_bromide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen bromide is HBr.",mol s-1,,,,,Data Request co-leads,3ba9a76c-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hydrogen_chloride,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen chloride is HCl.",mol s-1,,,,,Data Request co-leads,3ba9a76d-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hydrogen_cyanide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen cyanide is HCN.",mol s-1,,,,,Data Request co-leads,3ba9a76e-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hydrogen_peroxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen peroxide is H2O2.",mol s-1,,,,,Data Request co-leads,3ba9a76f-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hydroperoxyl_radical,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for the hydroperoxyl radical is HO2. In chemistry, a ""radical"" is a highly reactive, and therefore short lived, species.",mol s-1,,,,,Data Request co-leads,3ba9a770-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hydroxyl_radical,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for the hydroxyl radical is OH. In chemistry, a ""radical"" is a highly reactive, and therefore short lived, species.",mol s-1,,,,,Data Request co-leads,3ba9a771-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hypobromous_acid,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hypobromous acid is HOBr.",mol s-1,,,,,Data Request co-leads,3ba9a772-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_hypochlorous_acid,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hypochlorous acid is HOCl.",mol s-1,,,,,Data Request co-leads,3ba9a773-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_inorganic_bromine,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Inorganic bromine"", sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, sea salt and other aerosols. ""Inorganic bromine"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. Standard names that use the term ""brox"" are used for quantities that contain all inorganic bromine species except HBr and BrONO2.",mol s-1,,,,,Data Request co-leads,3ba9a774-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_inorganic_chlorine,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ""Inorganic chlorine"", sometimes referred to as Cly, describes a family of chemical species which result from the degradation of source gases containing chlorine (CFCs, HCFCs, VSLS) and natural inorganic chlorine sources such as sea salt and other aerosols. ""Inorganic chlorine"" is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. Standard names that use the term ""clox"" are used for quantities that contain all inorganic chlorine species except HCl and ClONO2.",mol s-1,,,,,Data Request co-leads,3ba9a775-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_isoprene,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for isoprene is CH2=C(CH3)CH=CH2. The IUPAC name for isoprene is 2-methylbuta-1,3-diene. Isoprene is a member of the group of hydrocarbons known as terpenes. There are standard names for the terpene group as well as for some of the individual species.",mol s-1,,,,,Data Request co-leads,3ba9a776-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_limonene,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for limonene is C10H16. The IUPAC name for limonene is 1-methyl-4-prop-1-en-2-ylcyclohexene. Limonene is a member of the group of hydrocarbons known as terpenes. There are standard names for the terpene group as well as for some of the individual species.",mol s-1,,,,,Data Request co-leads,3ba9a777-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_methane,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methane is CH4. Methane is a member of the group of hydrocarbons known as alkanes. There are standard names for the alkane group as well as for some of the individual species.",mol s-1,,,,,Data Request co-leads,3ba9a778-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_methanol,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methanol is CH3OH.",mol s-1,,,,,Data Request co-leads,3ba9a779-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_methyl_bromide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methyl bromide is CH3Br. The IUPAC name for methyl bromide is bromomethane.",mol s-1,,,,,Data Request co-leads,3ba9a77a-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_methyl_chloride,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X contained in the entire atmosphere, i.e, summed over the atmospheric column and over the entire globe.  The chemical formula of methyl chloride is CH3Cl. The IUPAC name for methyl chloride is chloromethane.",mol s-1,,,,,Data Request co-leads,3ba9a77b-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_methyl_hydroperoxide,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methyl hydroperoxide is CH3OOH.",mol s-1,,,,,Data Request co-leads,3ba9a77c-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_methyl_peroxy_radical,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methyl_peroxy_radical is CH3O2. In chemistry, a ""radical"" is a highly reactive, and therefore short lived, species.",mol s-1,,,,,Data Request co-leads,3ba9a77d-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_molecular_hydrogen,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X contained in the entire atmosphere, i.e, summed over the atmospheric column and over the entire globe.  The chemical formula of molecular hydrogen is H2.",mol s-1,,,,,Data Request co-leads,3ba9a77e-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_nitrate_radical,"The phrase ""tendency_of_X"" means derivative of X with respect to time. The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitrate is NO3. In chemistry, a ""radical"" is a highly reactive, and therefore short lived, species.",mol s-1,,,,,Data Request co-leads,3ba9a77f-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_nitric_acid,"""tendency_of_X"" means derivative of X with respect to time.  The construction ""atmosphere_moles_of_X"" means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitric acid is HNO3.",mol s-1,,,,,Data Request co-leads,3ba9a780-8ca2-11ef-944e-41a8eb05f654
tendency_of_atmosphere_moles_of_nitric_acid_trihydrate_ambient_aerosol,,,checked,tendency_of_atmosphere_moles_of_nitric_acid_trihydrate_ambient_aerosol_particles,,,Data Request co-leads,3baa6c4c-8ca2-11ef-944e-41a8eb05f654
